,loja,data,venda,loja_web,index,c_br,c_uy,s_al,s_am,s_ap,s_ba,s_ce,s_df,s_es,s_ex,s_go,s_ma,s_mg,s_ms,s_mt,s_pa,s_pb,s_pe,s_pi,s_pr,s_rj,s_rn,s_ro,s_rr,s_rs,s_sc,s_se,s_sp,s_to,week_of_year,year,store_avg,store_std,holiday,forecast
1409,renner_br_rj_158,2022-05-29,88,0,158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,2022,210.41333333333333,180.77934143819573,0,168.66743
1410,renner_br_rj_168,2022-04-10,37,0,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,2022,53.06521739130435,30.448792841543764,0,35.947994
1411,renner_br_rj_168,2022-04-17,40,0,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,2022,53.06521739130435,30.448792841543764,1,37.067013
1412,renner_br_rj_168,2022-04-24,46,0,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,2022,53.06521739130435,30.448792841543764,1,37.067013
1413,renner_br_rj_168,2022-05-01,36,0,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2022,53.06521739130435,30.448792841543764,1,37.232143
1414,renner_br_rj_168,2022-05-08,38,0,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2022,53.06521739130435,30.448792841543764,0,36.272434
1415,renner_br_rj_168,2022-05-15,20,0,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,2022,53.06521739130435,30.448792841543764,1,37.27023
1416,renner_br_rj_168,2022-05-22,36,0,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,2022,53.06521739130435,30.448792841543764,0,36.26476
1417,renner_br_rj_168,2022-05-29,36,0,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,2022,53.06521739130435,30.448792841543764,0,36.247776
1418,renner_br_rj_17,2022-04-10,114,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,2022,156.17818181818183,127.51035837543756,0,130.70552
1419,renner_br_rj_17,2022-04-17,129,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,2022,156.17818181818183,127.51035837543756,1,131.9835
1420,renner_br_rj_17,2022-04-24,68,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,2022,156.17818181818183,127.51035837543756,1,133.77007
1421,renner_br_rj_17,2022-05-01,162,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2022,156.17818181818183,127.51035837543756,1,141.11606
1422,renner_br_rj_17,2022-05-08,93,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2022,156.17818181818183,127.51035837543756,0,139.39809
1423,renner_br_rj_17,2022-05-15,62,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,2022,156.17818181818183,127.51035837543756,1,139.66037
1424,renner_br_rj_17,2022-05-22,70,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,2022,156.17818181818183,127.51035837543756,0,138.38235
1425,renner_br_rj_17,2022-05-29,74,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,2022,156.17818181818183,127.51035837543756,0,145.87663
1426,renner_br_rj_170,2022-04-10,43,0,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,2022,107.37662337662336,72.63989025920569,0,72.35719
1427,renner_br_rj_170,2022-04-17,56,0,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,2022,107.37662337662336,72.63989025920569,1,73.221
1428,renner_br_rj_170,2022-04-24,55,0,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,2022,107.37662337662336,72.63989025920569,1,73.4024
1429,renner_br_rj_170,2022-05-01,55,0,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2022,107.37662337662336,72.63989025920569,1,73.056465
1430,renner_br_rj_170,2022-05-08,36,0,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2022,107.37662337662336,72.63989025920569,0,71.06388
1431,renner_br_rj_170,2022-05-15,31,0,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,2022,107.37662337662336,72.63989025920569,1,72.88393
1432,renner_br_rj_170,2022-05-22,37,0,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,2022,107.37662337662336,72.63989025920569,0,70.93453
1433,renner_br_rj_170,2022-05-29,34,0,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,2022,107.37662337662336,72.63989025920569,0,73.87885
1434,renner_br_rj_175,2022-04-10,106,0,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,2022,122.36734693877553,60.27219296572806,0,89.21878
1435,renner_br_rj_175,2022-04-17,97,0,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,2022,122.36734693877553,60.27219296572806,1,91.47385
1436,renner_br_rj_175,2022-04-24,62,0,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,2022,122.36734693877553,60.27219296572806,1,91.401054
1437,renner_br_rj_175,2022-05-01,99,0,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2022,122.36734693877553,60.27219296572806,1,96.73394
1438,renner_br_rj_175,2022-05-08,68,0,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2022,122.36734693877553,60.27219296572806,0,94.49099
1439,renner_br_rj_175,2022-05-15,48,0,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,2022,122.36734693877553,60.27219296572806,1,95.6458
1440,renner_br_rj_175,2022-05-22,57,0,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,2022,122.36734693877553,60.27219296572806,0,94.05294
1441,renner_br_rj_175,2022-05-29,34,0,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,2022,122.36734693877553,60.27219296572806,0,97.149704
1442,renner_br_rj_181,2022-04-10,88,0,181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,2022,133.9018181818182,86.0395925898799,0,103.651596
1443,renner_br_rj_181,2022-04-17,140,0,181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,2022,133.9018181818182,86.0395925898799,1,105.47287
1444,renner_br_rj_181,2022-04-24,100,0,181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,2022,133.9018181818182,86.0395925898799,1,105.23947
1445,renner_br_rj_181,2022-05-01,139,0,181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2022,133.9018181818182,86.0395925898799,1,109.89964
1446,renner_br_rj_181,2022-05-08,74,0,181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2022,133.9018181818182,86.0395925898799,0,107.52733
1447,renner_br_rj_181,2022-05-15,52,0,181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,2022,133.9018181818182,86.0395925898799,1,109.03499
1448,renner_br_rj_181,2022-05-22,54,0,181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,2022,133.9018181818182,86.0395925898799,0,107.35853
1449,renner_br_rj_181,2022-05-29,45,0,181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,2022,133.9018181818182,86.0395925898799,0,111.91488
1450,renner_br_rj_184,2022-04-10,344,0,184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,2022,414.7636363636364,344.2399839589696,0,338.14963
1451,renner_br_rj_184,2022-04-17,391,0,184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,2022,414.7636363636364,344.2399839589696,1,341.49597
1452,renner_br_rj_184,2022-04-24,238,0,184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,2022,414.7636363636364,344.2399839589696,1,342.11545
1453,renner_br_rj_184,2022-05-01,518,0,184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2022,414.7636363636364,344.2399839589696,1,349.40292
1454,renner_br_rj_184,2022-05-08,318,0,184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2022,414.7636363636364,344.2399839589696,0,338.5891
1455,renner_br_rj_184,2022-05-15,240,0,184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,2022,414.7636363636364,344.2399839589696,1,340.39404
1456,renner_br_rj_184,2022-05-22,271,0,184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,2022,414.7636363636364,344.2399839589696,0,334.73282
1457,renner_br_rj_184,2022-05-29,214,0,184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,2022,414.7636363636364,344.2399839589696,0,359.13745
1458,renner_br_rj_190,2022-04-10,225,0,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,2022,216.47636363636363,153.42732410606996,0,181.82968
1459,renner_br_rj_190,2022-04-17,289,0,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,2022,216.47636363636363,153.42732410606996,1,183.19307
1460,renner_br_rj_190,2022-04-24,176,0,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,2022,216.47636363636363,153.42732410606996,1,182.83154
1461,renner_br_rj_190,2022-05-01,204,0,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2022,216.47636363636363,153.42732410606996,1,185.06818
1462,renner_br_rj_190,2022-05-08,134,0,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2022,216.47636363636363,153.42732410606996,0,182.39902
1463,renner_br_rj_190,2022-05-15,84,0,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,2022,216.47636363636363,153.42732410606996,1,182.19981
1464,renner_br_rj_190,2022-05-22,97,0,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,2022,216.47636363636363,153.42732410606996,0,180.68942
1465,renner_br_rj_190,2022-05-29,124,0,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,2022,216.47636363636363,153.42732410606996,0,187.4588
1466,renner_br_rj_191,2022-04-10,139,0,191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,2022,168.15272727272728,105.64949600120468,0,130.32332
1467,renner_br_rj_191,2022-04-17,188,0,191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,2022,168.15272727272728,105.64949600120468,1,131.67282
1468,renner_br_rj_191,2022-04-24,140,0,191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,2022,168.15272727272728,105.64949600120468,1,133.62494
1469,renner_br_rj_191,2022-05-01,153,0,191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2022,168.15272727272728,105.64949600120468,1,143.41995
1470,renner_br_rj_191,2022-05-08,122,0,191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2022,168.15272727272728,105.64949600120468,0,141.67267
1471,renner_br_rj_191,2022-05-15,64,0,191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,2022,168.15272727272728,105.64949600120468,1,141.96547
1472,renner_br_rj_191,2022-05-22,94,0,191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,2022,168.15272727272728,105.64949600120468,0,140.9733
1473,renner_br_rj_191,2022-05-29,114,0,191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,2022,168.15272727272728,105.64949600120468,0,148.07474
1474,renner_br_rj_194,2022-04-10,84,0,194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,2022,114.61454545454544,80.42576351700141,0,86.20397
1475,renner_br_rj_194,2022-04-17,98,0,194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,2022,114.61454545454544,80.42576351700141,1,85.65838
1476,renner_br_rj_194,2022-04-24,81,0,194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,2022,114.61454545454544,80.42576351700141,1,85.4299
1477,renner_br_rj_194,2022-05-01,69,0,194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2022,114.61454545454544,80.42576351700141,1,85.982155
1478,renner_br_rj_194,2022-05-08,52,0,194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2022,114.61454545454544,80.42576351700141,0,84.34611
1479,renner_br_rj_194,2022-05-15,33,0,194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,2022,114.61454545454544,80.42576351700141,1,85.58613
1480,renner_br_rj_194,2022-05-22,54,0,194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,2022,114.61454545454544,80.42576351700141,0,83.99327
1481,renner_br_rj_194,2022-05-29,44,0,194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,2022,114.61454545454544,80.42576351700141,0,86.77723
1482,renner_br_rj_29,2022-04-10,100,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,2022,152.83272727272728,107.33949663639788,0,129.14468
1483,renner_br_rj_29,2022-04-17,96,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,2022,152.83272727272728,107.33949663639788,1,131.97803
1484,renner_br_rj_29,2022-04-24,80,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,2022,152.83272727272728,107.33949663639788,1,134.34908
1485,renner_br_rj_29,2022-05-01,127,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2022,152.83272727272728,107.33949663639788,1,144.39986
1486,renner_br_rj_29,2022-05-08,102,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2022,152.83272727272728,107.33949663639788,0,142.21408
1487,renner_br_rj_29,2022-05-15,46,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,2022,152.83272727272728,107.33949663639788,1,143.24557
1488,renner_br_rj_29,2022-05-22,72,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,2022,152.83272727272728,107.33949663639788,0,141.97714
1489,renner_br_rj_29,2022-05-29,49,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,2022,152.83272727272728,107.33949663639788,0,154.26598
1490,renner_br_rj_32,2022-04-10,297,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,2022,307.4327272727273,276.1023262224615,0,247.89952
1491,renner_br_rj_32,2022-04-17,352,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,2022,307.4327272727273,276.1023262224615,1,252.64095
1492,renner_br_rj_32,2022-04-24,193,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,2022,307.4327272727273,276.1023262224615,1,253.74829
1493,renner_br_rj_32,2022-05-01,378,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2022,307.4327272727273,276.1023262224615,1,270.95673
1494,renner_br_rj_32,2022-05-08,285,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2022,307.4327272727273,276.1023262224615,0,266.44986
1495,renner_br_rj_32,2022-05-15,164,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,2022,307.4327272727273,276.1023262224615,1,266.858
1496,renner_br_rj_32,2022-05-22,212,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,2022,307.4327272727273,276.1023262224615,0,262.35434
1497,renner_br_rj_32,2022-05-29,206,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,2022,307.4327272727273,276.1023262224615,0,305.712
1498,renner_br_rj_35,2022-04-10,111,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,2022,130.71636363636364,106.213767997732,0,107.69258
1499,renner_br_rj_35,2022-04-17,109,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,2022,130.71636363636364,106.213767997732,1,111.02321
1500,renner_br_rj_35,2022-04-24,91,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,2022,130.71636363636364,106.213767997732,1,111.40876
1501,renner_br_rj_35,2022-05-01,111,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2022,130.71636363636364,106.213767997732,1,117.37222
1502,renner_br_rj_35,2022-05-08,93,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2022,130.71636363636364,106.213767997732,0,115.578896
1503,renner_br_rj_35,2022-05-15,61,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,2022,130.71636363636364,106.213767997732,1,116.11022
1504,renner_br_rj_35,2022-05-22,27,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,2022,130.71636363636364,106.213767997732,0,114.62058
1505,renner_br_rj_35,2022-05-29,46,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,2022,130.71636363636364,106.213767997732,0,119.85618
1506,renner_br_rj_36,2022-04-10,45,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,2022,72.07272727272728,59.78698639783443,0,52.102627
1507,renner_br_rj_36,2022-04-17,49,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,2022,72.07272727272728,59.78698639783443,1,54.01053
1508,renner_br_rj_36,2022-04-24,44,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,2022,72.07272727272728,59.78698639783443,1,54.34265
1509,renner_br_rj_36,2022-05-01,20,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2022,72.07272727272728,59.78698639783443,1,54.864418
1510,renner_br_rj_36,2022-05-08,43,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2022,72.07272727272728,59.78698639783443,0,53.542076
1511,renner_br_rj_36,2022-05-15,8,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,2022,72.07272727272728,59.78698639783443,1,54.655167
1512,renner_br_rj_36,2022-05-22,20,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,2022,72.07272727272728,59.78698639783443,0,53.3031
1513,renner_br_rj_36,2022-05-29,21,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,2022,72.07272727272728,59.78698639783443,0,53.813675
1514,renner_br_rj_42,2022-04-10,210,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,2022,173.1054545454545,111.13403398727743,0,150.37999
1515,renner_br_rj_42,2022-04-17,256,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,2022,173.1054545454545,111.13403398727743,1,151.42767
1516,renner_br_rj_42,2022-04-24,184,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,2022,173.1054545454545,111.13403398727743,1,152.73001
1517,renner_br_rj_42,2022-05-01,211,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2022,173.1054545454545,111.13403398727743,1,157.7176
1518,renner_br_rj_42,2022-05-08,158,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2022,173.1054545454545,111.13403398727743,0,156.48701
1519,renner_br_rj_42,2022-05-15,74,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,2022,173.1054545454545,111.13403398727743,1,156.61041
1520,renner_br_rj_42,2022-05-22,103,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,2022,173.1054545454545,111.13403398727743,0,155.81354
1521,renner_br_rj_42,2022-05-29,128,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,2022,173.1054545454545,111.13403398727743,0,164.74208
1522,renner_br_rj_53,2022-04-10,243,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,2022,318.46909090909094,295.2351808259742,0,255.00206
1523,renner_br_rj_53,2022-04-17,271,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,2022,318.46909090909094,295.2351808259742,1,261.85092
1524,renner_br_rj_53,2022-04-24,180,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,2022,318.46909090909094,295.2351808259742,1,264.11365
1525,renner_br_rj_53,2022-05-01,272,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2022,318.46909090909094,295.2351808259742,1,284.39163
1526,renner_br_rj_53,2022-05-08,190,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,2022,318.46909090909094,295.2351808259742,0,279.0933
1527,renner_br_rj_53,2022-05-15,144,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,2022,318.46909090909094,295.2351808259742,1,280.85605
1528,renner_br_rj_53,2022-05-22,127,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,2022,318.46909090909094,295.2351808259742,0,276.06638
1529,renner_br_rj_53,2022-05-29,133,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,2022,318.46909090909094,295.2351808259742,0,326.34338
1530,renner_br_rj_56,2022-04-10,141,0,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,2022,175.52363636363637,129.79206554600862,0,147.17624
1531,renner_br_rj_56,2022-04-17,160,0,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,2022,175.52363636363637,129.79206554600862,1,148.39746
