,loja,data,venda,loja_web,index,c_br,c_uy,s_al,s_am,s_ap,s_ba,s_ce,s_df,s_es,s_ex,s_go,s_ma,s_mg,s_ms,s_mt,s_pa,s_pb,s_pe,s_pi,s_pr,s_rj,s_rn,s_ro,s_rr,s_rs,s_sc,s_se,s_sp,s_to,week_of_year,year,store_avg,store_std,holiday,forecast
479,renner_br_es_96,2022-04-24,80,0,96,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2022,79.16363636363636,54.77350964646482,1,68.824295
480,renner_br_es_96,2022-05-01,96,0,96,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2022,79.16363636363636,54.77350964646482,1,69.71224
481,renner_br_es_96,2022-05-08,92,0,96,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,79.16363636363636,54.77350964646482,0,68.5457
482,renner_br_es_96,2022-05-15,60,0,96,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2022,79.16363636363636,54.77350964646482,1,69.749115
483,renner_br_es_96,2022-05-22,40,0,96,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2022,79.16363636363636,54.77350964646482,0,68.55283
484,renner_br_es_96,2022-05-29,62,0,96,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2022,79.16363636363636,54.77350964646482,0,70.52793
485,renner_br_go_19,2022-04-10,163,0,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,115.1818181818182,79.75992511039898,0,106.13235
486,renner_br_go_19,2022-04-17,116,0,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,115.1818181818182,79.75992511039898,1,110.81925
487,renner_br_go_19,2022-04-24,114,0,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2022,115.1818181818182,79.75992511039898,1,112.06179
488,renner_br_go_19,2022-05-01,136,0,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2022,115.1818181818182,79.75992511039898,1,122.83909
489,renner_br_go_19,2022-05-08,105,0,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,115.1818181818182,79.75992511039898,0,121.94088
490,renner_br_go_19,2022-05-15,63,0,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2022,115.1818181818182,79.75992511039898,1,122.66655
491,renner_br_go_19,2022-05-22,88,0,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2022,115.1818181818182,79.75992511039898,0,121.852974
492,renner_br_go_19,2022-05-29,87,0,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2022,115.1818181818182,79.75992511039898,0,128.03175
493,renner_br_go_21,2022-04-10,85,0,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,70.53818181818181,43.82056765911212,0,61.883324
494,renner_br_go_21,2022-04-17,68,0,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,70.53818181818181,43.82056765911212,1,63.3056
495,renner_br_go_21,2022-04-24,48,0,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2022,70.53818181818181,43.82056765911212,1,63.92806
496,renner_br_go_21,2022-05-01,66,0,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2022,70.53818181818181,43.82056765911212,1,64.98517
497,renner_br_go_21,2022-05-08,81,0,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,70.53818181818181,43.82056765911212,0,64.14845
498,renner_br_go_21,2022-05-15,45,0,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2022,70.53818181818181,43.82056765911212,1,65.02325
499,renner_br_go_21,2022-05-22,45,0,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2022,70.53818181818181,43.82056765911212,0,64.19825
500,renner_br_go_21,2022-05-29,44,0,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2022,70.53818181818181,43.82056765911212,0,65.0435
501,renner_br_go_26,2022-04-10,105,0,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,121.74181818181818,90.65738561212328,0,110.84736
502,renner_br_go_26,2022-04-17,109,0,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,121.74181818181818,90.65738561212328,1,114.64793
503,renner_br_go_26,2022-04-24,96,0,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2022,121.74181818181818,90.65738561212328,1,115.32714
504,renner_br_go_26,2022-05-01,151,0,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2022,121.74181818181818,90.65738561212328,1,123.558975
505,renner_br_go_26,2022-05-08,103,0,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,121.74181818181818,90.65738561212328,0,122.05736
506,renner_br_go_26,2022-05-15,56,0,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2022,121.74181818181818,90.65738561212328,1,123.05146
507,renner_br_go_26,2022-05-22,45,0,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2022,121.74181818181818,90.65738561212328,0,121.90694
508,renner_br_go_26,2022-05-29,67,0,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2022,121.74181818181818,90.65738561212328,0,128.23294
509,renner_br_go_28,2022-04-10,62,0,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,52.82545454545455,36.828148044498846,0,52.521114
510,renner_br_go_28,2022-04-17,85,0,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,52.82545454545455,36.828148044498846,1,53.44975
511,renner_br_go_28,2022-04-24,45,0,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2022,52.82545454545455,36.828148044498846,1,53.58868
512,renner_br_go_28,2022-05-01,78,0,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2022,52.82545454545455,36.828148044498846,1,53.90672
513,renner_br_go_28,2022-05-08,88,0,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,52.82545454545455,36.828148044498846,0,53.27683
514,renner_br_go_28,2022-05-15,37,0,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2022,52.82545454545455,36.828148044498846,1,53.944805
515,renner_br_go_28,2022-05-22,27,0,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2022,52.82545454545455,36.828148044498846,0,53.310596
516,renner_br_go_28,2022-05-29,54,0,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2022,52.82545454545455,36.828148044498846,0,53.17796
517,renner_br_go_3,2022-04-10,217,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,198.3636363636364,105.03644894590904,0,174.23485
518,renner_br_go_3,2022-04-17,207,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,198.3636363636364,105.03644894590904,1,176.34727
519,renner_br_go_3,2022-04-24,160,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2022,198.3636363636364,105.03644894590904,1,179.93953
520,renner_br_go_3,2022-05-01,204,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2022,198.3636363636364,105.03644894590904,1,194.90657
521,renner_br_go_3,2022-05-08,193,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,198.3636363636364,105.03644894590904,0,193.88527
522,renner_br_go_3,2022-05-15,129,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2022,198.3636363636364,105.03644894590904,1,194.16241
523,renner_br_go_3,2022-05-22,124,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2022,198.3636363636364,105.03644894590904,0,194.07524
524,renner_br_go_3,2022-05-29,132,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2022,198.3636363636364,105.03644894590904,0,211.21977
525,renner_br_go_39,2022-04-10,102,0,39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,108.125,56.86196484449875,0,82.3055
526,renner_br_go_39,2022-04-17,60,0,39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,108.125,56.86196484449875,1,89.63277
527,renner_br_go_39,2022-04-24,56,0,39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2022,108.125,56.86196484449875,1,91.22254
528,renner_br_go_39,2022-05-01,66,0,39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2022,108.125,56.86196484449875,1,99.72849
529,renner_br_go_39,2022-05-08,55,0,39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,108.125,56.86196484449875,0,98.66793
530,renner_br_go_39,2022-05-15,39,0,39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2022,108.125,56.86196484449875,1,99.555954
531,renner_br_go_39,2022-05-22,50,0,39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2022,108.125,56.86196484449875,0,98.580025
532,renner_br_go_39,2022-05-29,64,0,39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2022,108.125,56.86196484449875,0,102.316376
533,renner_br_go_4,2022-04-10,166,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,162.28363636363636,91.53607793308028,0,134.72408
534,renner_br_go_4,2022-04-17,147,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,162.28363636363636,91.53607793308028,1,138.20233
535,renner_br_go_4,2022-04-24,135,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2022,162.28363636363636,91.53607793308028,1,142.25262
536,renner_br_go_4,2022-05-01,156,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2022,162.28363636363636,91.53607793308028,1,157.39424
537,renner_br_go_4,2022-05-08,145,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,162.28363636363636,91.53607793308028,0,155.3178
538,renner_br_go_4,2022-05-15,98,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2022,162.28363636363636,91.53607793308028,1,156.27618
539,renner_br_go_4,2022-05-22,135,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2022,162.28363636363636,91.53607793308028,0,155.28401
540,renner_br_go_4,2022-05-29,129,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2022,162.28363636363636,91.53607793308028,0,167.294
541,renner_br_go_47,2022-04-10,68,0,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,100.0,39.09026452312398,0,79.06797
542,renner_br_go_47,2022-04-17,57,0,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,100.0,39.09026452312398,1,86.67958
543,renner_br_go_47,2022-04-24,63,0,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2022,100.0,39.09026452312398,1,88.77496
544,renner_br_go_47,2022-05-01,60,0,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2022,100.0,39.09026452312398,1,96.94197
545,renner_br_go_47,2022-05-08,61,0,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,100.0,39.09026452312398,0,96.13548
546,renner_br_go_47,2022-05-15,40,0,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2022,100.0,39.09026452312398,1,96.76943
547,renner_br_go_47,2022-05-22,33,0,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2022,100.0,39.09026452312398,0,96.04758
548,renner_br_go_47,2022-05-29,60,0,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2022,100.0,39.09026452312398,0,99.48578
549,renner_br_go_48,2022-04-10,307,0,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,259.85818181818183,165.45837094245294,0,266.57797
550,renner_br_go_48,2022-04-17,258,0,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,259.85818181818183,165.45837094245294,1,268.41202
551,renner_br_go_48,2022-04-24,202,0,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2022,259.85818181818183,165.45837094245294,1,271.08282
552,renner_br_go_48,2022-05-01,199,0,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2022,259.85818181818183,165.45837094245294,1,288.65457
553,renner_br_go_48,2022-05-08,222,0,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,259.85818181818183,165.45837094245294,0,286.0986
554,renner_br_go_48,2022-05-15,154,0,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2022,259.85818181818183,165.45837094245294,1,287.02127
555,renner_br_go_48,2022-05-22,169,0,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2022,259.85818181818183,165.45837094245294,0,285.04916
556,renner_br_go_48,2022-05-29,252,0,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2022,259.85818181818183,165.45837094245294,0,310.2618
557,renner_br_go_5,2022-04-10,169,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,123.34181818181818,75.55367089998454,0,116.280174
558,renner_br_go_5,2022-04-17,126,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,123.34181818181818,75.55367089998454,1,119.21308
559,renner_br_go_5,2022-04-24,122,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2022,123.34181818181818,75.55367089998454,1,119.892296
560,renner_br_go_5,2022-05-01,127,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2022,123.34181818181818,75.55367089998454,1,128.61006
561,renner_br_go_5,2022-05-08,112,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,123.34181818181818,75.55367089998454,0,127.10496
562,renner_br_go_5,2022-05-15,86,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2022,123.34181818181818,75.55367089998454,1,127.745415
563,renner_br_go_5,2022-05-22,93,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2022,123.34181818181818,75.55367089998454,0,126.93184
564,renner_br_go_5,2022-05-29,96,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2022,123.34181818181818,75.55367089998454,0,133.05063
565,renner_br_go_53,2022-04-10,84,0,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,57.54181818181818,30.392941764345696,0,53.20946
566,renner_br_go_53,2022-04-17,55,0,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,57.54181818181818,30.392941764345696,1,54.138096
567,renner_br_go_53,2022-04-24,54,0,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2022,57.54181818181818,30.392941764345696,1,54.428432
568,renner_br_go_53,2022-05-01,69,0,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2022,57.54181818181818,30.392941764345696,1,54.73366
569,renner_br_go_53,2022-05-08,34,0,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,57.54181818181818,30.392941764345696,0,54.103764
570,renner_br_go_53,2022-05-15,26,0,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2022,57.54181818181818,30.392941764345696,1,54.77174
571,renner_br_go_53,2022-05-22,25,0,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2022,57.54181818181818,30.392941764345696,0,54.15356
572,renner_br_go_53,2022-05-29,36,0,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2022,57.54181818181818,30.392941764345696,0,54.123104
573,renner_br_ma_23,2022-04-10,132,0,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,175.65454545454546,101.42276522510014,0,146.70424
574,renner_br_ma_23,2022-04-17,97,0,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,175.65454545454546,101.42276522510014,1,150.24913
575,renner_br_ma_23,2022-04-24,109,0,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2022,175.65454545454546,101.42276522510014,1,155.98735
576,renner_br_ma_23,2022-05-01,134,0,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2022,175.65454545454546,101.42276522510014,1,173.89493
577,renner_br_ma_23,2022-05-08,130,0,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,175.65454545454546,101.42276522510014,0,172.33517
578,renner_br_ma_23,2022-05-15,68,0,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2022,175.65454545454546,101.42276522510014,1,172.8045
579,renner_br_ma_23,2022-05-22,92,0,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2022,175.65454545454546,101.42276522510014,0,172.15648
580,renner_br_ma_23,2022-05-29,120,0,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2022,175.65454545454546,101.42276522510014,0,186.20135
581,renner_br_ma_27,2022-04-10,115,0,27,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,140.70545454545456,89.14535701969308,0,117.07218
582,renner_br_ma_27,2022-04-17,80,0,27,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,140.70545454545456,89.14535701969308,1,120.95476
583,renner_br_ma_27,2022-04-24,87,0,27,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2022,140.70545454545456,89.14535701969308,1,123.024635
584,renner_br_ma_27,2022-05-01,118,0,27,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2022,140.70545454545456,89.14535701969308,1,136.691
585,renner_br_ma_27,2022-05-08,127,0,27,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,140.70545454545456,89.14535701969308,0,134.45682
586,renner_br_ma_27,2022-05-15,92,0,27,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2022,140.70545454545456,89.14535701969308,1,135.40807
587,renner_br_ma_27,2022-05-22,73,0,27,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2022,140.70545454545456,89.14535701969308,0,134.25816
588,renner_br_ma_27,2022-05-29,102,0,27,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2022,140.70545454545456,89.14535701969308,0,143.83578
589,renner_br_ma_29,2022-04-10,55,0,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,59.459915611814345,34.093022622206334,0,53.918884
590,renner_br_ma_29,2022-04-17,42,0,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,59.459915611814345,34.093022622206334,1,54.83813
591,renner_br_ma_29,2022-04-24,63,0,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2022,59.459915611814345,34.093022622206334,1,55.230328
592,renner_br_ma_29,2022-05-01,49,0,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2022,59.459915611814345,34.093022622206334,1,55.70988
593,renner_br_ma_29,2022-05-08,58,0,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,59.459915611814345,34.093022622206334,0,55.00498
594,renner_br_ma_29,2022-05-15,37,0,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2022,59.459915611814345,34.093022622206334,1,55.74796
595,renner_br_ma_29,2022-05-22,44,0,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2022,59.459915611814345,34.093022622206334,0,55.310963
596,renner_br_ma_29,2022-05-29,39,0,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2022,59.459915611814345,34.093022622206334,0,58.319683
597,renner_br_ma_48,2022-04-10,87,0,48,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,103.89304812834224,53.97549528440285,0,79.92383
598,renner_br_ma_48,2022-04-17,63,0,48,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,103.89304812834224,53.97549528440285,1,87.722244
599,renner_br_ma_48,2022-04-24,56,0,48,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2022,103.89304812834224,53.97549528440285,1,89.81763
600,renner_br_ma_48,2022-05-01,74,0,48,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2022,103.89304812834224,53.97549528440285,1,98.52691
601,renner_br_ma_48,2022-05-08,58,0,48,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,103.89304812834224,53.97549528440285,0,97.39134
602,renner_br_ma_48,2022-05-15,52,0,48,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2022,103.89304812834224,53.97549528440285,1,98.35437
603,renner_br_ma_48,2022-05-22,52,0,48,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2022,103.89304812834224,53.97549528440285,0,97.26199
